https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume USD,Volume OMG
1600214400000,2020-09-16 00:00:00,OMG/USD,3.4552,3.5643,3.3237,3.4223,694419.3575610033,202910.13574526
1600128000000,2020-09-15 00:00:00,OMG/USD,3.8477,3.8633,3.46,3.4668,1083725.5511271637,312601.11662835
1600041600000,2020-09-14 00:00:00,OMG/USD,3.8248,3.99,3.7,3.8339,2061225.8835974243,537631.62408968
1599955200000,2020-09-13 00:00:00,OMG/USD,4.1244,4.1471,3.67,3.8428,1766859.9337632256,459784.51487541
1599868800000,2020-09-12 00:00:00,OMG/USD,3.8446,4.2,3.7656,4.1321,2586967.446896044,626066.03104863
1599782400000,2020-09-11 00:00:00,OMG/USD,3.8486,3.9108,3.6551,3.8547,880787.2037250277,228496.95273952
1599696000000,2020-09-10 00:00:00,OMG/USD,3.8537,4.08,3.7455,3.8427,2392610.0557287373,622637.74318285
1599609600000,2020-09-09 00:00:00,OMG/USD,3.5236,3.9145,3.4589,3.8538,2319689.041340761,601922.52876142
1599523200000,2020-09-08 00:00:00,OMG/USD,3.6197,3.8247,3.4,3.5403,1534826.0479053287,433529.94037379
1599436800000,2020-09-07 00:00:00,OMG/USD,3.9244,3.9585,3.3085,3.6074,1793851.1992083236,497269.83401018
1599350400000,2020-09-06 00:00:00,OMG/USD,3.7706,4.0565,3.3836,3.9296,2365226.0914153797,601899.96218836
1599264000000,2020-09-05 00:00:00,OMG/USD,4.2559,4.5652,3.42,3.7751,3706642.199962672,981865.96380564
1599177600000,2020-09-04 00:00:00,OMG/USD,3.5529,4.4799,3.3,4.2602,8978174.30445623,2107453.71213939
1599091200000,2020-09-03 00:00:00,OMG/USD,4.381,4.449999999999999,3.4235000000000007,3.5421999999999993,11811198.86521567,3450036.18087211
1599004800000,2020-09-02 00:00:00,OMG/USD,5.0214,5.240600000000001,4.0763,4.3818,12233046.70879583,3001017.27272179
1598918400000,2020-09-01 00:00:00,OMG/USD,5.1351,5.173,4.9468,5.0001,2019541.0746951676,408252.01639346
1598832000000,2020-08-31 00:00:00,OMG/USD,5.5122,5.5984,5.1096,5.1225000000000005,3062444.541866444,599351.13156929
1598745600000,2020-08-30 00:00:00,OMG/USD,5.1197,5.818099999999999,5.0984,5.500200000000001,4860877.750721583,953412.39422595
1598659200000,2020-08-29 00:00:00,OMG/USD,5.4314,5.4715,5.0728,5.1161,2582070.0140457423,509002.92028973
1598572800000,2020-08-28 00:00:00,OMG/USD,5.0296,5.4899,4.8869,5.4211,2847249.8814641084,582629.04529745
1598486400000,2020-08-27 00:00:00,OMG/USD,5.5016,5.5016,4.91,5.0144,3230239.2768180864,657889.87307904
1598400000000,2020-08-26 00:00:00,OMG/USD,5.156,5.867400000000001,4.9373,5.501599999999999,5260841.288442643,1065530.00393791
1598313600000,2020-08-25 00:00:00,OMG/USD,5.8456,5.8884,4.7709,5.165499999999999,7743418.133991217,1623051.86316863
1598227200000,2020-08-24 00:00:00,OMG/USD,6.4187,6.4275,5.73,5.8652,4680992.428987852,816927.12547781
1598140800000,2020-08-23 00:00:00,OMG/USD,6.15,7.2428,6.015,6.4173,12851244.284161549,2136532.71557133
1598054400000,2020-08-22 00:00:00,OMG/USD,6.2268,6.4659,5.3001,6.150299999999999,14335193.01230626,2704702.36642823
1597968000000,2020-08-21 00:00:00,OMG/USD,5.7049,9.5,5.6777,6.226600000000001,49641097.44441094,8743170.19997727
1597881600000,2020-08-20 00:00:00,OMG/USD,3.3716,6.6342,3.2569999999999997,5.704699999999999,20055236.291949116,6157579.45715355
1597795200000,2020-08-19 00:00:00,OMG/USD,2.6998,3.5267,2.6349,3.3716,7454558.036532526,2829161.65187769
1597708800000,2020-08-18 00:00:00,OMG/USD,2.7058,2.9108,2.5012,2.7,2967929.9722515866,1186602.41973916
1597622400000,2020-08-17 00:00:00,OMG/USD,2.8019,3.2943,2.7,2.7066999999999997,5163292.441765603,1912330.53398726
1597536000000,2020-08-16 00:00:00,OMG/USD,1.94,3.1498,1.8993000000000002,2.8171,4160768.947751859,2190685.48820716
1597449600000,2020-08-15 00:00:00,OMG/USD,2.0273,2.0452000000000004,1.8899999999999997,1.94,256058.0803159029,135480.46577561
1597363200000,2020-08-14 00:00:00,OMG/USD,1.8414,2.0885,1.8001,2.0257000000000005,1068928.8053188273,593816.34649121
1597276800000,2020-08-13 00:00:00,OMG/USD,1.6749,1.8977000000000002,1.643,1.8397,775028.4730180318,471715.44310288
1597190400000,2020-08-12 00:00:00,OMG/USD,1.6425,1.71,1.5817,1.6803999999999997,175358.34465037205,110867.00679672
1597104000000,2020-08-11 00:00:00,OMG/USD,1.7998,1.8015,1.6135,1.6592,224852.83009918564,139357.19250027
1597017600000,2020-08-10 00:00:00,OMG/USD,1.7119,1.8564999999999998,1.695,1.8015,1358153.3942918228,801270.43911022
1596931200000,2020-08-09 00:00:00,OMG/USD,1.6005,1.72,1.5796,1.6996999999999998,288629.8920548425,182723.40596027
1596844800000,2020-08-08 00:00:00,OMG/USD,1.5617,1.6037,1.553,1.5971000000000002,150301.84611439696,96781.61372466
1596758400000,2020-08-07 00:00:00,OMG/USD,1.6037,1.6304000000000003,1.5314,1.5615,361258.57714890107,235900.86009462
1596672000000,2020-08-06 00:00:00,OMG/USD,1.5898,1.6152,1.5691,1.6080000000000003,162550.5183857575,103594.74755322
1596585600000,2020-08-05 00:00:00,OMG/USD,1.5925,1.6168999999999998,1.5673,1.5974,446186.44444616186,284684.77282343
1596499200000,2020-08-04 00:00:00,OMG/USD,1.5717,1.5934,1.5433,1.5899999999999999,75753.9353199312,49085.6834834
1596412800000,2020-08-03 00:00:00,OMG/USD,1.5826,1.5988,1.5529,1.5726000000000002,472501.4036853823,304270.33529872
1596326400000,2020-08-02 00:00:00,OMG/USD,1.6569,1.7248,1.3615,1.584,1141208.4587933857,838199.38214718
1596240000000,2020-08-01 00:00:00,OMG/USD,1.58,1.6602,1.5693,1.6518,1310105.881560518,834834.56417544
1596153600000,2020-07-31 00:00:00,OMG/USD,1.5912,1.6102,1.5788,1.5799999999999998,410021.64714713965,259704.61562398
1596067200000,2020-07-30 00:00:00,OMG/USD,1.5821,1.5994999999999997,1.5554,1.5941000000000003,271516.7817656374,174563.95895952
1595980800000,2020-07-29 00:00:00,OMG/USD,1.5907,1.6377000000000002,1.5821,1.5852,725283.2470530883,458430.72312312
1595894400000,2020-07-28 00:00:00,OMG/USD,1.5716,1.6,1.552,1.5839000000000003,448890.41225616087,289233.51305165
1595808000000,2020-07-27 00:00:00,OMG/USD,1.6252,1.6334999999999997,1.4695,1.5707,1893256.9844426676,1288368.14184598
1595721600000,2020-07-26 00:00:00,OMG/USD,1.6497,1.6866999999999999,1.6201,1.6251999999999998,404553.8537212183,249709.18691514
1595635200000,2020-07-25 00:00:00,OMG/USD,1.6316,1.6657,1.6316,1.6497,350253.06333162525,214668.4624489
1595548800000,2020-07-24 00:00:00,OMG/USD,1.6812,1.6942,1.616,1.625,228877.83449596338,141632.32332671
1595462400000,2020-07-23 00:00:00,OMG/USD,1.7336,1.7708,1.6717,1.6865,707482.2228106138,423211.23575439
1595376000000,2020-07-22 00:00:00,OMG/USD,1.6462,1.75,1.6402,1.73,570132.3029669747,347599.25799718
1595289600000,2020-07-21 00:00:00,OMG/USD,1.6229,1.7302999999999997,1.6136,1.6521,369386.1492195872,228920.518852
1595203200000,2020-07-20 00:00:00,OMG/USD,1.5594,1.7389,1.5594,1.627,756103.4561328703,484868.19041482
1595116800000,2020-07-19 00:00:00,OMG/USD,1.5853,1.6384000000000003,1.541,1.5575,468274.68219009007,303877.14613244
1595030400,2020-07-18 00:00:00,OMG/USD,1.494,1.6,1.48,1.586,654774.28,418274.11
1594944000,2020-07-17 00:00:00,OMG/USD,1.478,1.514,1.472,1.494,79163.09,53165.8
1594857600,2020-07-16 00:00:00,OMG/USD,1.525,1.537,1.456,1.478,320823.82,216491.85
1594771200,2020-07-15 00:00:00,OMG/USD,1.529,1.536,1.503,1.525,101642.66,66823.79
1594684800,2020-07-14 00:00:00,OMG/USD,1.543,1.547,1.498,1.529,180806.84,119419.03
1594598400,2020-07-13 00:00:00,OMG/USD,1.537,1.587,1.518,1.543,439818.22,280856.98
1594512000,2020-07-12 00:00:00,OMG/USD,1.532,1.594,1.514,1.537,279129.66,180282.0
1594425600,2020-07-11 00:00:00,OMG/USD,1.548,1.56,1.529,1.532,80083.6,51828.23
1594339200,2020-07-10 00:00:00,OMG/USD,1.552,1.554,1.5,1.548,149208.69,98208.72
1594252800,2020-07-09 00:00:00,OMG/USD,1.622,1.622,1.516,1.552,224412.22,143566.94
1594166400,2020-07-08 00:00:00,OMG/USD,1.528,1.642,1.52,1.622,388513.11,242322.46
1594080000,2020-07-07 00:00:00,OMG/USD,1.569,1.573,1.512,1.528,112669.0,73261.2
1593993600,2020-07-06 00:00:00,OMG/USD,1.498,1.597,1.498,1.569,350654.27,227048.8
1593907200,2020-07-05 00:00:00,OMG/USD,1.513,1.524,1.461,1.498,202833.52,136644.59
1593820800,2020-07-04 00:00:00,OMG/USD,1.446,1.568,1.445,1.513,426548.51,279757.86
1593734400,2020-07-03 00:00:00,OMG/USD,1.422,1.45,1.394,1.446,142939.89,100706.18
1593648000,2020-07-02 00:00:00,OMG/USD,1.472,1.481,1.396,1.422,231263.24,161300.08
1593561600,2020-07-01 00:00:00,OMG/USD,1.469,1.488,1.452,1.472,111058.53,75694.83
1593475200,2020-06-30 00:00:00,OMG/USD,1.474,1.497,1.45,1.472,154945.88,105210.91
1593388800,2020-06-29 00:00:00,OMG/USD,1.425,1.501,1.371,1.474,455715.51,317448.1
1593302400,2020-06-28 00:00:00,OMG/USD,1.388,1.458,1.35,1.425,246616.12,176141.77
1593216000,2020-06-27 00:00:00,OMG/USD,1.46,1.461,1.302,1.388,643018.11,468634.98
1593129600,2020-06-26 00:00:00,OMG/USD,1.474,1.477,1.45,1.46,98602.66,67276.73
1593043200,2020-06-25 00:00:00,OMG/USD,1.516,1.516,1.449,1.474,206435.88,139496.62
1592956800,2020-06-24 00:00:00,OMG/USD,1.567,1.595,1.483,1.513,326541.42,213895.84
1592870400,2020-06-23 00:00:00,OMG/USD,1.628,1.688,1.567,1.567,308386.5,189610.05
1592784000,2020-06-22 00:00:00,OMG/USD,1.448,1.64,1.448,1.628,586792.11,368170.06
1592697600,2020-06-21 00:00:00,OMG/USD,1.473,1.486,1.448,1.448,75559.5,51246.78
1592611200,2020-06-20 00:00:00,OMG/USD,1.46,1.501,1.439,1.473,160784.87,109720.26
1592524800,2020-06-19 00:00:00,OMG/USD,1.484,1.486,1.44,1.46,114309.56,77913.52
1592438400,2020-06-18 00:00:00,OMG/USD,1.512,1.522,1.456,1.484,58913.19,39544.6
1592352000,2020-06-17 00:00:00,OMG/USD,1.53,1.533,1.484,1.512,80533.33,53110.7
1592265600,2020-06-16 00:00:00,OMG/USD,1.502,1.545,1.491,1.53,138868.67,90906.97
1592179200,2020-06-15 00:00:00,OMG/USD,1.571,1.571,1.407,1.502,613079.5,413257.33
1592092800,2020-06-14 00:00:00,OMG/USD,1.621,1.621,1.52,1.571,301026.09,191451.84
1592006400,2020-06-13 00:00:00,OMG/USD,1.553,1.677,1.548,1.621,399661.19,245227.89
1591920000,2020-06-12 00:00:00,OMG/USD,1.495,1.581,1.49,1.553,217541.72,141518.58
1591833600,2020-06-11 00:00:00,OMG/USD,1.655,1.659,1.468,1.495,749715.55,485099.94
1591747200,2020-06-10 00:00:00,OMG/USD,1.645,1.713,1.618,1.655,415250.67,249964.42
1591660800,2020-06-09 00:00:00,OMG/USD,1.688,1.699,1.63,1.645,338129.47,205369.83
1591574400,2020-06-08 00:00:00,OMG/USD,1.69,1.705,1.67,1.688,96941.96,57521.79
1591488000,2020-06-07 00:00:00,OMG/USD,1.712,1.741,1.656,1.69,244527.78,143818.2
1591401600,2020-06-06 00:00:00,OMG/USD,1.64,1.76,1.612,1.712,492923.57,288561.18
1591315200,2020-06-05 00:00:00,OMG/USD,1.686,1.694,1.64,1.64,135342.26,81098.84
1591228800,2020-06-04 00:00:00,OMG/USD,1.711,1.727,1.655,1.686,288269.19,170490.1
1591142400,2020-06-03 00:00:00,OMG/USD,1.742,1.781,1.69,1.711,445220.58,258022.06
1591056000,2020-06-02 00:00:00,OMG/USD,1.724,1.788,1.582,1.742,1345000.54,788156.55
1590969600,2020-06-01 00:00:00,OMG/USD,1.515,1.8,1.482,1.724,3079050.88,1824301.71
1590883200,2020-05-31 00:00:00,OMG/USD,1.582,1.582,1.46,1.515,801876.07,529863.02
1590796800,2020-05-30 00:00:00,OMG/USD,1.6,1.608,1.531,1.582,614065.08,393198.97
1590710400,2020-05-29 00:00:00,OMG/USD,1.611,1.665,1.587,1.6,550124.0,339250.82
1590624000,2020-05-28 00:00:00,OMG/USD,1.637,1.671,1.585,1.611,643603.14,395131.87
1590537600,2020-05-27 00:00:00,OMG/USD,1.659,1.723,1.621,1.642,702163.99,421960.17
1590451200,2020-05-26 00:00:00,OMG/USD,1.718,1.777,1.612,1.659,1176875.44,704278.23
1590364800,2020-05-25 00:00:00,OMG/USD,1.54,1.86,1.525,1.718,3746322.75,2191126.03
1590278400,2020-05-24 00:00:00,OMG/USD,1.875,1.934,1.53,1.54,2596718.01,1511442.3
1590192000,2020-05-23 00:00:00,OMG/USD,1.8,2.09,1.8,1.875,2577519.89,1321348.27
1590105600,2020-05-22 00:00:00,OMG/USD,1.547,2.267,1.48,1.8,7352017.89,3915170.56
1590019200,2020-05-21 00:00:00,OMG/USD,1.162,1.612,1.142,1.547,3517543.43,2568395.16
1589932800,2020-05-20 00:00:00,OMG/USD,1.189,1.207,1.117,1.162,430060.26,370037.58
1589846400,2020-05-19 00:00:00,OMG/USD,1.02,1.216,0.9539,1.189,1075341.94,961220.4
1589760000,2020-05-18 00:00:00,OMG/USD,0.975,1.061,0.934,1.02,277664.86,278563.2
1589673600,2020-05-17 00:00:00,OMG/USD,0.9347,1.015,0.916,0.975,291970.32,302358.44
1589587200,2020-05-16 00:00:00,OMG/USD,0.9506,0.9582,0.9128,0.9347,239167.02,256672.78
1589500800,2020-05-15 00:00:00,OMG/USD,0.945,1.08,0.931,0.9506,1233072.58,1213097.12
1589414400,2020-05-14 00:00:00,OMG/USD,0.7654,1.0,0.7511,0.945,1488969.79,1650710.87
1589328000,2020-05-13 00:00:00,OMG/USD,0.7181,0.7768,0.7076,0.7654,239711.58,319748.87
1589241600,2020-05-12 00:00:00,OMG/USD,0.6583,0.751,0.6583,0.7181,156204.89,218518.11
1589155200,2020-05-11 00:00:00,OMG/USD,0.6789,0.6825,0.6246,0.6583,100831.4,152669.55
1589068800,2020-05-10 00:00:00,OMG/USD,0.7425,0.7425,0.6302,0.6789,511583.7,770503.56
1588982400,2020-05-09 00:00:00,OMG/USD,0.7598,0.7746,0.7337,0.7425,97468.21,129894.53
1588896000,2020-05-08 00:00:00,OMG/USD,0.7131,0.822,0.7019,0.7598,469049.55,608997.31
1588809600,2020-05-07 00:00:00,OMG/USD,0.6877,0.7143,0.6715,0.7131,205973.69,294567.03
1588723200,2020-05-06 00:00:00,OMG/USD,0.707,0.72,0.6877,0.6877,57525.2,81612.09
1588636800,2020-05-05 00:00:00,OMG/USD,0.7132,0.7292,0.6941,0.707,96131.71,136778.7
1588550400,2020-05-04 00:00:00,OMG/USD,0.7311,0.7311,0.6694,0.7132,116562.85,163971.05
1588464000,2020-05-03 00:00:00,OMG/USD,0.7526,0.7614,0.7226,0.7311,156945.72,213611.93
1588377600,2020-05-02 00:00:00,OMG/USD,0.7578,0.7587,0.7392,0.7526,67045.31,89483.94
1588291200,2020-05-01 00:00:00,OMG/USD,0.7355,0.7741,0.7355,0.7578,57269.72,76031.9
1588204800,2020-04-30 00:00:00,OMG/USD,0.7681,0.8146,0.717,0.7355,297695.75,386958.78
1588118400,2020-04-29 00:00:00,OMG/USD,0.67,0.7771,0.6615,0.7681,270670.57,373829.62
1588032000,2020-04-28 00:00:00,OMG/USD,0.6578,0.67,0.6392,0.67,80765.16,123625.78
1587945600,2020-04-27 00:00:00,OMG/USD,0.66,0.6856,0.6404,0.6578,107297.25,162851.59
1587859200,2020-04-26 00:00:00,OMG/USD,0.6289,0.66,0.6289,0.66,171911.7,265072.15
1587772800,2020-04-25 00:00:00,OMG/USD,0.6119,0.6343,0.61,0.6289,59701.82,95859.69
1587686400,2020-04-24 00:00:00,OMG/USD,0.599,0.6199,0.5935,0.6119,53696.1,88534.95
1587600000,2020-04-23 00:00:00,OMG/USD,0.5773,0.629,0.5773,0.599,145160.13,243375.67
1587513600,2020-04-22 00:00:00,OMG/USD,0.5631,0.5906,0.5558,0.5773,69490.11,120684.55
1587427200,2020-04-21 00:00:00,OMG/USD,0.544,0.6279,0.5357,0.5618,296125.08,504763.56
1587340800,2020-04-20 00:00:00,OMG/USD,0.582,0.5916,0.53,0.544,258362.29,470555.37
1587254400,2020-04-19 00:00:00,OMG/USD,0.5997,0.6011,0.5718,0.582,67961.08,114784.77
1587168000,2020-04-18 00:00:00,OMG/USD,0.5703,0.6018,0.5652,0.5997,108527.25,183985.97
1587081600,2020-04-17 00:00:00,OMG/USD,0.5636,0.5828,0.5571,0.5703,76913.33,135673.35
1586995200,2020-04-16 00:00:00,OMG/USD,0.5254,0.5758,0.504,0.5636,390994.49,720582.42
1586908800,2020-04-15 00:00:00,OMG/USD,0.551,0.5632,0.5243,0.5254,160766.79,299975.52
1586822400,2020-04-14 00:00:00,OMG/USD,0.5589,0.5663,0.55,0.555,42083.4,75488.41
1586736000,2020-04-13 00:00:00,OMG/USD,0.5679,0.5685,0.5418,0.5589,157147.93,284410.83
1586649600,2020-04-12 00:00:00,OMG/USD,0.5628,0.5916,0.5523,0.5679,123548.5,216888.49
1586563200,2020-04-11 00:00:00,OMG/USD,0.5557,0.5799,0.5516,0.561,115049.37,204251.48
1586476800,2020-04-10 00:00:00,OMG/USD,0.6081,0.6103,0.5342,0.5557,215319.18,374002.85
1586390400,2020-04-09 00:00:00,OMG/USD,0.6233,0.6269,0.602,0.6081,107673.55,175454.54
1586304000,2020-04-08 00:00:00,OMG/USD,0.6008,0.6343,0.5909,0.6233,108802.25,177129.94
1586217600,2020-04-07 00:00:00,OMG/USD,0.6,0.6383,0.5867,0.6008,127891.62,207425.67
1586131200,2020-04-06 00:00:00,OMG/USD,0.543,0.6,0.5375,0.6,179346.57,317023.82
1586044800,2020-04-05 00:00:00,OMG/USD,0.5508,0.5648,0.5375,0.543,85376.55,154045.0
1585958400,2020-04-04 00:00:00,OMG/USD,0.5413,0.5554,0.5401,0.5554,200606.38,363378.21
1585872000,2020-04-03 00:00:00,OMG/USD,0.553,0.5803,0.5392,0.5413,37321.25,67237.35
1585785600,2020-04-02 00:00:00,OMG/USD,0.5392,0.565,0.5286,0.553,144949.38,265517.68
1585699200,2020-04-01 00:00:00,OMG/USD,0.5168,0.5445,0.4998,0.5392,105767.24,201693.93
1585612800,2020-03-31 00:00:00,OMG/USD,0.5089,0.5188,0.5071,0.5168,25322.6,49251.97
1585526400,2020-03-30 00:00:00,OMG/USD,0.47,0.5284,0.4696,0.5089,83005.77,165922.99
1585440000,2020-03-29 00:00:00,OMG/USD,0.5083,0.5096,0.4658,0.47,54620.18,113229.44
1585353600,2020-03-28 00:00:00,OMG/USD,0.5061,0.5129,0.4722,0.5066,110151.06,225503.18
1585267200,2020-03-27 00:00:00,OMG/USD,0.5234,0.5283,0.4983,0.5061,57388.8,111485.48
1585180800,2020-03-26 00:00:00,OMG/USD,0.5064,0.5248,0.5027,0.5234,32013.43,62196.09
1585094400,2020-03-25 00:00:00,OMG/USD,0.5305,0.5356,0.4925,0.5064,82419.34,162044.12
1585008000,2020-03-24 00:00:00,OMG/USD,0.5008,0.539,0.4962,0.5305,118156.31,228150.55
1584921600,2020-03-23 00:00:00,OMG/USD,0.4794,0.5341,0.4663,0.5008,166084.89,336237.68
1584835200,2020-03-22 00:00:00,OMG/USD,0.5215,0.5445,0.4758,0.4794,110369.82,219501.6
1584748800,2020-03-21 00:00:00,OMG/USD,0.5319,0.5463,0.4943,0.5248,122586.2,235002.79
1584662400,2020-03-20 00:00:00,OMG/USD,0.5428,0.5964,0.4714,0.5319,477997.92,891344.63
1584576000,2020-03-19 00:00:00,OMG/USD,0.4689,0.56,0.4653,0.5428,209299.61,405822.12
1584489600,2020-03-18 00:00:00,OMG/USD,0.4689,0.4849,0.4248,0.4689,91074.27,203133.56
1584403200,2020-03-17 00:00:00,OMG/USD,0.4404,0.4851,0.4344,0.4689,67656.29,145977.58
1584316800,2020-03-16 00:00:00,OMG/USD,0.4936,0.5,0.4,0.4404,236900.35,551701.18
1584230400,2020-03-15 00:00:00,OMG/USD,0.4685,0.53,0.4685,0.4936,114577.9,228193.01
1584144000,2020-03-14 00:00:00,OMG/USD,0.5063,0.5191,0.4683,0.4711,177591.63,359531.58
1584057600,2020-03-13 00:00:00,OMG/USD,0.4217,0.5509,0.315,0.5058,625670.44,1443163.17
1583971200,2020-03-12 00:00:00,OMG/USD,0.7582,0.7619,0.4005,0.4217,752931.72,1373007.14
1583884800,2020-03-11 00:00:00,OMG/USD,0.797,0.7999,0.7186,0.7582,188845.88,254211.2
1583798400,2020-03-10 00:00:00,OMG/USD,0.7868,0.8105,0.7732,0.797,97704.89,123117.41
1583712000,2020-03-09 00:00:00,OMG/USD,0.7655,0.8185,0.74,0.7868,342309.68,442038.73
1583625600,2020-03-08 00:00:00,OMG/USD,0.9115,0.9115,0.76,0.7655,290460.66,358106.89
1583539200,2020-03-07 00:00:00,OMG/USD,0.9462,0.974,0.909,0.9115,87712.67,93106.26
1583452800,2020-03-06 00:00:00,OMG/USD,0.925,0.9474,0.9235,0.9431,67284.06,72135.07
1583366400,2020-03-05 00:00:00,OMG/USD,0.8999,0.949,0.8999,0.925,134474.74,144052.55
1583280000,2020-03-04 00:00:00,OMG/USD,0.8922,0.9055,0.8782,0.8999,168043.82,189540.94
1583193600,2020-03-03 00:00:00,OMG/USD,0.8921,0.9038,0.8673,0.8922,64286.32,72982.56
1583107200,2020-03-02 00:00:00,OMG/USD,0.8462,0.9099,0.8313,0.8921,139791.42,158408.92
1583020800,2020-03-01 00:00:00,OMG/USD,0.8283,0.8633,0.8099,0.8462,401318.0,478257.89
1582934400,2020-02-29 00:00:00,OMG/USD,0.8652,0.8819,0.8283,0.8283,108748.86,128057.79
1582848000,2020-02-28 00:00:00,OMG/USD,0.8945,0.9143,0.8236,0.8598,162199.29,189129.19
1582761600,2020-02-27 00:00:00,OMG/USD,0.8566,0.945,0.8035,0.8945,288080.82,330515.82
1582675200,2020-02-26 00:00:00,OMG/USD,0.993,1.004,0.8179,0.8566,468821.38,529367.91
1582588800,2020-02-25 00:00:00,OMG/USD,1.071,1.076,0.98,0.993,332765.84,325950.26
1582502400,2020-02-24 00:00:00,OMG/USD,1.14,1.145,1.042,1.071,261189.52,239558.52
1582416000,2020-02-23 00:00:00,OMG/USD,1.103,1.168,1.098,1.14,244079.14,215445.08
1582329600,2020-02-22 00:00:00,OMG/USD,1.095,1.11,1.06,1.103,80581.3,74704.7
1582243200,2020-02-21 00:00:00,OMG/USD,1.079,1.121,1.07,1.097,188754.72,172695.62
1582156800,2020-02-20 00:00:00,OMG/USD,1.101,1.134,1.01,1.079,288198.1,270664.29
1582070400,2020-02-19 00:00:00,OMG/USD,1.2,1.232,1.087,1.101,331757.09,283173.46
1581984000,2020-02-18 00:00:00,OMG/USD,1.17,1.221,1.114,1.2,490891.85,417626.13
1581897600,2020-02-17 00:00:00,OMG/USD,1.183,1.197,1.05,1.17,621778.3,559330.51
1581811200,2020-02-16 00:00:00,OMG/USD,1.288,1.339,1.077,1.183,706227.8,587946.56
1581724800,2020-02-15 00:00:00,OMG/USD,1.374,1.457,1.24,1.288,870440.07,642438.88
1581638400,2020-02-14 00:00:00,OMG/USD,1.28,1.388,1.253,1.372,385729.44,291460.13
1581552000,2020-02-13 00:00:00,OMG/USD,1.246,1.313,1.214,1.28,389442.96,307713.76
1581465600,2020-02-12 00:00:00,OMG/USD,1.197,1.29,1.197,1.246,541880.01,433472.17
1581379200,2020-02-11 00:00:00,OMG/USD,1.125,1.203,1.091,1.197,158768.38,137749.88
1581292800,2020-02-10 00:00:00,OMG/USD,1.137,1.155,1.067,1.125,186339.97,166835.85
1581206400,2020-02-09 00:00:00,OMG/USD,1.153,1.17,1.098,1.137,191625.51,168168.0
1581120000,2020-02-08 00:00:00,OMG/USD,1.128,1.173,1.06,1.153,273206.65,243333.02
1581033600,2020-02-07 00:00:00,OMG/USD,1.112,1.182,1.111,1.128,385190.36,337780.81
1580947200,2020-02-06 00:00:00,OMG/USD,1.033,1.153,1.032,1.112,474881.49,430947.7
1580860800,2020-02-05 00:00:00,OMG/USD,0.9773,1.042,0.9773,1.033,202530.64,199499.05
1580774400,2020-02-04 00:00:00,OMG/USD,0.9742,0.9966,0.9376,0.9773,129144.44,133660.22
1580688000,2020-02-03 00:00:00,OMG/USD,0.97,0.997,0.9365,0.9742,267480.68,278815.4
1580601600,2020-02-02 00:00:00,OMG/USD,0.9171,1.03,0.9148,0.97,377511.31,385599.29
1580515200,2020-02-01 00:00:00,OMG/USD,0.9094,0.9173,0.8971,0.9171,82971.39,91115.66
1580428800,2020-01-31 00:00:00,OMG/USD,0.885,0.9202,0.8707,0.9094,261028.09,289774.96
1580342400,2020-01-30 00:00:00,OMG/USD,0.8412,0.891,0.8255,0.885,250665.66,290790.16
1580256000,2020-01-29 00:00:00,OMG/USD,0.8223,0.85,0.8164,0.8412,133055.27,159017.39
1580169600,2020-01-28 00:00:00,OMG/USD,0.8103,0.83,0.7951,0.8223,139314.76,171731.99
1580083200,2020-01-27 00:00:00,OMG/USD,0.7924,0.8298,0.7914,0.8103,117911.96,144936.98
1579996800,2020-01-26 00:00:00,OMG/USD,0.762,0.8059,0.7551,0.7924,49367.64,62512.64
1579910400,2020-01-25 00:00:00,OMG/USD,0.774,0.774,0.7516,0.762,59186.34,78155.58
1579824000,2020-01-24 00:00:00,OMG/USD,0.7637,0.7899,0.7174,0.774,256337.87,339710.12
1579737600,2020-01-23 00:00:00,OMG/USD,0.812,0.8147,0.7534,0.7637,79408.6,101496.99
1579651200,2020-01-22 00:00:00,OMG/USD,0.8362,0.848,0.8079,0.812,109557.46,132627.54
1579564800,2020-01-21 00:00:00,OMG/USD,0.7816,0.8362,0.7751,0.8362,97277.01,122428.06
1579478400,2020-01-20 00:00:00,OMG/USD,0.7986,0.8007,0.7513,0.7816,110269.11,141701.0
1579392000,2020-01-19 00:00:00,OMG/USD,0.8347,0.8592,0.756,0.7986,225702.19,282582.41
1579305600,2020-01-18 00:00:00,OMG/USD,0.8818,0.891,0.81,0.8347,209660.41,246292.12
1579219200,2020-01-17 00:00:00,OMG/USD,0.7723,0.8889,0.759,0.8818,404385.21,492512.19
1579132800,2020-01-16 00:00:00,OMG/USD,0.793,0.7992,0.7419,0.7723,133869.67,175013.1
1579046400,2020-01-15 00:00:00,OMG/USD,0.7334,0.82,0.723,0.793,469033.68,599383.32
1578960000,2020-01-14 00:00:00,OMG/USD,0.6688,0.742,0.6679,0.7334,328239.46,462407.96
1578873600,2020-01-13 00:00:00,OMG/USD,0.6935,0.6954,0.6576,0.6688,58158.32,86250.54
1578787200,2020-01-12 00:00:00,OMG/USD,0.6693,0.6982,0.665,0.6935,111792.31,163081.98
1578700800,2020-01-11 00:00:00,OMG/USD,0.6556,0.6891,0.6532,0.6716,105295.4,157712.31
1578614400,2020-01-10 00:00:00,OMG/USD,0.6329,0.6658,0.63,0.6556,71439.2,110132.9
