https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume USD,Volume BAT
1600300800000,2020-09-17 00:00:00,BAT/USD,0.25663,0.25792,0.24788,0.25054,2995.334050058587,11955.51229368
1600214400000,2020-09-16 00:00:00,BAT/USD,0.23989,0.25594,0.239,0.25528,5749.896428952574,22523.88134187
1600128000000,2020-09-15 00:00:00,BAT/USD,0.255,0.25877,0.24333,0.24473,5070.331325374135,20718.0620495
1600041600000,2020-09-14 00:00:00,BAT/USD,0.25693,0.27688,0.25084,0.25484,27030.772826159588,106069.58415539
1599955200000,2020-09-13 00:00:00,BAT/USD,0.26916,0.27092,0.25,0.25732,29448.067824848997,114441.42633627
1599868800000,2020-09-12 00:00:00,BAT/USD,0.26522,0.27791,0.26306,0.27365,24809.073971081478,90659.87199372
1599782400000,2020-09-11 00:00:00,BAT/USD,0.26385,0.26385,0.25723,0.2616,8946.148364155704,34197.81484769
1599696000000,2020-09-10 00:00:00,BAT/USD,0.25987,0.27774,0.25551,0.26403,42884.00933076656,162420.97235453
1599609600000,2020-09-09 00:00:00,BAT/USD,0.2488,0.26427,0.24333,0.25903,20072.426008367904,77490.7385568
1599523200000,2020-09-08 00:00:00,BAT/USD,0.25374,0.26435,0.24667,0.25282,14520.571655553009,57434.42629362
1599436800000,2020-09-07 00:00:00,BAT/USD,0.26174,0.26828,0.23853,0.25249,10919.730770266975,43248.17129497
1599350400000,2020-09-06 00:00:00,BAT/USD,0.2379,0.2601,0.22829,0.25881,14278.789735835464,55170.93518734
1599264000000,2020-09-05 00:00:00,BAT/USD,0.26591,0.26829,0.226,0.23529,31329.63647550799,133153.2852034
1599177600000,2020-09-04 00:00:00,BAT/USD,0.25351,0.29622,0.25017,0.26791,38796.9184052072,144813.252231
1599091200000,2020-09-03 00:00:00,BAT/USD,0.31947,0.32000000000000006,0.23824999999999996,0.25344999999999995,49774.58274715633,208917.45119478
1599004800000,2020-09-02 00:00:00,BAT/USD,0.336,0.33605,0.301,0.31839,63401.70256730064,210636.88560565
1598918400000,2020-09-01 00:00:00,BAT/USD,0.34481,0.35208999999999996,0.333,0.33629000000000003,38336.99011398387,115126.09643839
1598832000000,2020-08-31 00:00:00,BAT/USD,0.34744,0.362,0.33204,0.34853,52215.44737458214,157256.4973334
1598745600000,2020-08-30 00:00:00,BAT/USD,0.354,0.37010999999999994,0.34473,0.34624,47825.924162702395,138734.4419189
1598659200000,2020-08-29 00:00:00,BAT/USD,0.34778,0.368,0.34778,0.356,26893.64177082869,77329.46624541
1598572800000,2020-08-28 00:00:00,BAT/USD,0.32544,0.36892,0.32009,0.36892,26125.179017888553,81618.22930391
1598486400000,2020-08-27 00:00:00,BAT/USD,0.35181,0.35312,0.3186,0.32402999999999993,54037.0257019292,169607.73917743
1598400000000,2020-08-26 00:00:00,BAT/USD,0.34801,0.36817000000000005,0.34232,0.35100000000000003,94957.64025307584,277394.36858225
1598313600000,2020-08-25 00:00:00,BAT/USD,0.39047,0.39673,0.33612,0.35264000000000006,58516.62248736392,174094.43796074
1598227200000,2020-08-24 00:00:00,BAT/USD,0.40308,0.43567000000000006,0.38924,0.40167,180195.5422073313,462941.99518891
1598140800000,2020-08-23 00:00:00,BAT/USD,0.38924,0.42519,0.36974,0.40424,75264.61534856434,203560.92213058998
1598054400000,2020-08-22 00:00:00,BAT/USD,0.38,0.40679,0.354,0.40296,196589.80033445708,555338.41902389
1597968000000,2020-08-21 00:00:00,BAT/USD,0.37027,0.45237,0.34864,0.38000000000000006,497351.05520646845,1426546.16569088
1597881600000,2020-08-20 00:00:00,BAT/USD,0.32403,0.3777,0.32403,0.36269999999999997,102103.62590826972,315105.47143249
1597795200000,2020-08-19 00:00:00,BAT/USD,0.35025,0.35569,0.31198,0.3181,71235.81297263144,228334.55020396
1597708800000,2020-08-18 00:00:00,BAT/USD,0.32054,0.37767,0.32054,0.34957999999999995,169057.0366577343,527413.22973025
1597622400000,2020-08-17 00:00:00,BAT/USD,0.33127,0.3390000000000001,0.29886,0.3184,95703.06830519467,320227.09062837
1597536000000,2020-08-16 00:00:00,BAT/USD,0.275,0.34064,0.27236,0.32324,263522.24026763585,967551.18324143
1597449600000,2020-08-15 00:00:00,BAT/USD,0.27517,0.28098,0.27227,0.275,60936.13562690469,223807.74828995
1597363200000,2020-08-14 00:00:00,BAT/USD,0.26811,0.27999999999999997,0.26677,0.2785,26314.188181256264,98639.98268642
1597276800000,2020-08-13 00:00:00,BAT/USD,0.26833,0.26971,0.25732,0.26754,15135.604246183811,58820.16262313
1597190400000,2020-08-12 00:00:00,BAT/USD,0.26,0.2736799999999999,0.25,0.26598999999999995,38833.3391805175,155333.35672207
1597104000000,2020-08-11 00:00:00,BAT/USD,0.28051,0.2826,0.2505,0.26053,78249.022553259,312371.347518
1597017600000,2020-08-10 00:00:00,BAT/USD,0.26939,0.2898,0.26345,0.28726999999999997,38367.018164541725,145633.01637708
1596931200000,2020-08-09 00:00:00,BAT/USD,0.26281,0.27194000000000007,0.26054,0.26593,37785.354364454026,145027.07593634
1596844800000,2020-08-08 00:00:00,BAT/USD,0.25541,0.26,0.25429,0.26,18817.80058876348,74001.33937144
1596758400000,2020-08-07 00:00:00,BAT/USD,0.25836,0.26360000000000006,0.2501,0.25281,35760.50743466043,142984.83580432
1596672000000,2020-08-06 00:00:00,BAT/USD,0.25589,0.2595199999999999,0.25467,0.25484,44930.82423214967,176427.6288222
1596585600000,2020-08-05 00:00:00,BAT/USD,0.2626,0.2638,0.25597,0.25718,5972.735146088539,23333.73108602
1596499200000,2020-08-04 00:00:00,BAT/USD,0.25298,0.26099999999999995,0.25092,0.26100000000000007,52404.268192489544,208848.51025223
1596412800000,2020-08-03 00:00:00,BAT/USD,0.24182,0.25793999999999995,0.24182000000000003,0.25049,7819.521542018291,32336.12415027
1596326400000,2020-08-02 00:00:00,BAT/USD,0.26,0.2629,0.22777999999999998,0.24319000000000002,71393.4112057699,313431.43035284
1596240000000,2020-08-01 00:00:00,BAT/USD,0.2502,0.26153000000000004,0.2501,0.26153000000000004,23329.45918657865,93280.5245365
1596153600000,2020-07-31 00:00:00,BAT/USD,0.24755,0.26045,0.24755,0.25272999999999995,7371.360661472467,29777.25979185
1596067200000,2020-07-30 00:00:00,BAT/USD,0.2488,0.25266999999999995,0.24868,0.24883999999999995,20320.477565539997,81713.35678599
1595980800000,2020-07-29 00:00:00,BAT/USD,0.25262,0.26439,0.24548000000000003,0.24548000000000003,26099.086679320135,106318.58676601
1595894400000,2020-07-28 00:00:00,BAT/USD,0.24779,0.26017,0.23896,0.26017,43599.36934218415,182454.67585447
1595808000000,2020-07-27 00:00:00,BAT/USD,0.25462,0.25620999999999994,0.23150000000000004,0.24718000000000007,56793.82444685389,245329.69523479
1595721600000,2020-07-26 00:00:00,BAT/USD,0.2631,0.26828,0.25384,0.25513,33651.04628693067,132567.94156528
1595635200000,2020-07-25 00:00:00,BAT/USD,0.26042,0.2656299999999999,0.26042,0.26164,13746.550266388078,52786.07736114
1595548800000,2020-07-24 00:00:00,BAT/USD,0.25942,0.26378999999999997,0.258,0.25943000000000005,15325.27896333036,59400.30605942
1595462400000,2020-07-23 00:00:00,BAT/USD,0.26374,0.2687800000000001,0.25709,0.26297999999999994,32866.22601465268,127839.37926272
1595376000000,2020-07-22 00:00:00,BAT/USD,0.25968,0.2712,0.2581,0.26337,17408.916957368907,67450.27879647
1595289600000,2020-07-21 00:00:00,BAT/USD,0.25813,0.26622000000000007,0.25616,0.26011999999999996,22530.647424994244,87955.36939801
1595203200000,2020-07-20 00:00:00,BAT/USD,0.27393,0.27393,0.25805,0.26198,16986.190466147564,65825.1907233
1595116800000,2020-07-19 00:00:00,BAT/USD,0.27218,0.27890999999999994,0.26789,0.27448,15528.362262231489,57965.44201811
1595030400,2020-07-18 00:00:00,BAT/USD,0.2656,0.2729,0.259,0.2693,8701.86,32644.53
1594944000,2020-07-17 00:00:00,BAT/USD,0.2619,0.2769,0.2609,0.2656,37945.79,141141.24
1594857600,2020-07-16 00:00:00,BAT/USD,0.2586,0.28,0.2366,0.2619,80205.92,314609.19
1594771200,2020-07-15 00:00:00,BAT/USD,0.2645,0.267,0.256,0.2586,33129.53,127433.87
1594684800,2020-07-14 00:00:00,BAT/USD,0.2645,0.2677,0.2568,0.2645,6390.3,24343.0
1594598400,2020-07-13 00:00:00,BAT/USD,0.2591,0.2798,0.256,0.2645,48837.2,180636.72
1594512000,2020-07-12 00:00:00,BAT/USD,0.2584,0.2619,0.2538,0.2591,2036.37,7914.68
1594425600,2020-07-11 00:00:00,BAT/USD,0.2549,0.2662,0.2538,0.2584,8141.82,31308.65
1594339200,2020-07-10 00:00:00,BAT/USD,0.261,0.2614,0.2468,0.2549,24048.05,95923.72
1594252800,2020-07-09 00:00:00,BAT/USD,0.2641,0.2713,0.2551,0.261,21079.57,79721.81
1594166400,2020-07-08 00:00:00,BAT/USD,0.257,0.275,0.253,0.2641,35624.0,134631.78
1594080000,2020-07-07 00:00:00,BAT/USD,0.2608,0.2635,0.2478,0.257,20737.5,80856.39
1593993600,2020-07-06 00:00:00,BAT/USD,0.2456,0.267,0.2451,0.2608,25016.63,98447.21
1593907200,2020-07-05 00:00:00,BAT/USD,0.2495,0.2495,0.2423,0.2456,2900.56,11815.68
1593820800,2020-07-04 00:00:00,BAT/USD,0.242,0.2525,0.242,0.2495,3908.25,15605.43
1593734400,2020-07-03 00:00:00,BAT/USD,0.2433,0.2471,0.2418,0.242,4878.92,20035.84
1593648000,2020-07-02 00:00:00,BAT/USD,0.2567,0.2579,0.2433,0.2433,3876.89,15440.63
1593561600,2020-07-01 00:00:00,BAT/USD,0.2512,0.263,0.2508,0.2567,4517.06,17490.38
1593475200,2020-06-30 00:00:00,BAT/USD,0.2618,0.2633,0.2516,0.2527,5469.31,21340.22
1593388800,2020-06-29 00:00:00,BAT/USD,0.2668,0.2683,0.255,0.2618,4963.5,19144.36
1593302400,2020-06-28 00:00:00,BAT/USD,0.2741,0.2741,0.2577,0.2655,17482.05,66392.78
1593216000,2020-06-27 00:00:00,BAT/USD,0.2724,0.3,0.2567,0.2741,76255.92,271035.43
1593129600,2020-06-26 00:00:00,BAT/USD,0.2692,0.2724,0.2549,0.2724,27286.6,102788.77
1593043200,2020-06-25 00:00:00,BAT/USD,0.2494,0.2692,0.2423,0.2692,20229.23,78664.44
1592956800,2020-06-24 00:00:00,BAT/USD,0.2571,0.265,0.2467,0.2494,14816.31,57473.58
1592870400,2020-06-23 00:00:00,BAT/USD,0.2439,0.265,0.2424,0.2571,25964.72,102510.84
1592784000,2020-06-22 00:00:00,BAT/USD,0.2418,0.25,0.2367,0.2439,22711.47,93118.07
1592697600,2020-06-21 00:00:00,BAT/USD,0.2301,0.2494,0.2301,0.2418,29753.47,122698.59
1592611200,2020-06-20 00:00:00,BAT/USD,0.2214,0.2327,0.217,0.2301,10609.21,47511.7
1592524800,2020-06-19 00:00:00,BAT/USD,0.2177,0.2234,0.2146,0.2214,7140.81,32857.38
1592438400,2020-06-18 00:00:00,BAT/USD,0.2249,0.2249,0.2177,0.2177,5046.79,22687.95
1592352000,2020-06-17 00:00:00,BAT/USD,0.2226,0.2297,0.2199,0.2249,9585.61,42718.56
1592265600,2020-06-16 00:00:00,BAT/USD,0.2234,0.228,0.2198,0.2226,13186.7,58699.12
1592179200,2020-06-15 00:00:00,BAT/USD,0.2244,0.225,0.2092,0.2234,13407.45,61978.36
1592092800,2020-06-14 00:00:00,BAT/USD,0.2314,0.2382,0.2244,0.2244,6833.18,29296.01
1592006400,2020-06-13 00:00:00,BAT/USD,0.2296,0.2372,0.2,0.2314,39103.99,177255.73
1591920000,2020-06-12 00:00:00,BAT/USD,0.2262,0.235,0.21,0.2296,31309.88,139327.57
1591833600,2020-06-11 00:00:00,BAT/USD,0.2498,0.2546,0.2151,0.2262,23665.59,103346.96
1591747200,2020-06-10 00:00:00,BAT/USD,0.2498,0.25,0.2498,0.25,13.54,54.16
1591660800,2020-06-09 00:00:00,BAT/USD,0.2555,0.2644,0.2486,0.2529,16036.26,62560.47
1591574400,2020-06-08 00:00:00,BAT/USD,0.2337,0.2555,0.2327,0.2555,40904.08,163730.45
1591488000,2020-06-07 00:00:00,BAT/USD,0.2366,0.2391,0.2,0.2337,30176.14,134226.44
1591401600,2020-06-06 00:00:00,BAT/USD,0.2436,0.253,0.2366,0.2366,9311.24,38222.52
1591315200,2020-06-05 00:00:00,BAT/USD,0.242,0.2467,0.2342,0.2436,43748.53,181530.14
1591228800,2020-06-04 00:00:00,BAT/USD,0.2233,0.244,0.2226,0.242,58491.1,248897.12
1591142400,2020-06-03 00:00:00,BAT/USD,0.2167,0.2233,0.1985,0.2233,20076.08,92987.99
1591056000,2020-06-02 00:00:00,BAT/USD,0.2243,0.23,0.2079,0.2167,41113.14,188917.06
1590969600,2020-06-01 00:00:00,BAT/USD,0.2115,0.2323,0.2115,0.2244,30724.77,138794.03
1590883200,2020-05-31 00:00:00,BAT/USD,0.22,0.2274,0.2077,0.2115,144050.42,643088.0
1590796800,2020-05-30 00:00:00,BAT/USD,0.2099,0.22,0.2079,0.22,12786.87,59139.51
1590710400,2020-05-29 00:00:00,BAT/USD,0.2112,0.2143,0.2084,0.2099,10110.92,47910.7
1590624000,2020-05-28 00:00:00,BAT/USD,0.2062,0.2141,0.205,0.2112,7309.52,34934.6
1590537600,2020-05-27 00:00:00,BAT/USD,0.2021,0.2089,0.2012,0.2066,7357.82,35805.47
1590451200,2020-05-26 00:00:00,BAT/USD,0.2051,0.2072,0.2012,0.2021,1679.73,8207.29
1590364800,2020-05-25 00:00:00,BAT/USD,0.1936,0.2051,0.1932,0.2051,2811.09,14178.04
1590278400,2020-05-24 00:00:00,BAT/USD,0.2043,0.2082,0.1936,0.1936,6583.88,32369.61
1590192000,2020-05-23 00:00:00,BAT/USD,0.2057,0.2102,0.2013,0.2043,4553.31,22076.17
1590105600,2020-05-22 00:00:00,BAT/USD,0.1959,0.2076,0.191,0.2057,23503.03,117764.53
1590019200,2020-05-21 00:00:00,BAT/USD,0.204,0.2052,0.188,0.1959,20988.65,105808.45
1589932800,2020-05-20 00:00:00,BAT/USD,0.2057,0.2113,0.196,0.204,5157.52,25266.19
1589846400,2020-05-19 00:00:00,BAT/USD,0.2088,0.2088,0.2035,0.2057,31827.73,153070.48
1589760000,2020-05-18 00:00:00,BAT/USD,0.2053,0.2118,0.2042,0.2088,44759.38,215223.13
1589673600,2020-05-17 00:00:00,BAT/USD,0.2038,0.2213,0.2022,0.2053,56048.1,268385.69
1589587200,2020-05-16 00:00:00,BAT/USD,0.1999,0.206,0.1987,0.2038,20421.78,100276.45
1589500800,2020-05-15 00:00:00,BAT/USD,0.2009,0.2152,0.1987,0.1999,29517.55,144313.05
1589414400,2020-05-14 00:00:00,BAT/USD,0.2032,0.2062,0.1984,0.2009,24338.59,120870.04
1589328000,2020-05-13 00:00:00,BAT/USD,0.2063,0.2124,0.1976,0.2032,18224.35,90002.87
1589241600,2020-05-12 00:00:00,BAT/USD,0.1861,0.23,0.1838,0.2063,26246.34,131777.04
1589155200,2020-05-11 00:00:00,BAT/USD,0.2,0.2007,0.17,0.1861,36312.55,193888.84
1589068800,2020-05-10 00:00:00,BAT/USD,0.2177,0.2177,0.18,0.2,107626.46,558308.8
1588982400,2020-05-09 00:00:00,BAT/USD,0.2312,0.26,0.2152,0.2177,144028.59,634467.01
1588896000,2020-05-08 00:00:00,BAT/USD,0.1851,0.2449,0.1847,0.2312,219018.6,1018336.15
1588809600,2020-05-07 00:00:00,BAT/USD,0.1789,0.1893,0.1729,0.1851,44515.69,247081.93
1588723200,2020-05-06 00:00:00,BAT/USD,0.1843,0.1887,0.1789,0.1789,54020.59,291668.6
1588636800,2020-05-05 00:00:00,BAT/USD,0.1861,0.1924,0.1821,0.1843,1708.17,9173.96
1588550400,2020-05-04 00:00:00,BAT/USD,0.186,0.1933,0.1727,0.1861,20980.87,114892.42
1588464000,2020-05-03 00:00:00,BAT/USD,0.1923,0.1933,0.1827,0.186,3618.31,19302.04
1588377600,2020-05-02 00:00:00,BAT/USD,0.187,0.1932,0.187,0.1923,2076.84,10869.83
1588291200,2020-05-01 00:00:00,BAT/USD,0.1834,0.1976,0.1834,0.187,8282.23,43061.0
1588204800,2020-04-30 00:00:00,BAT/USD,0.1926,0.1997,0.1786,0.1834,15791.39,82812.5
1588118400,2020-04-29 00:00:00,BAT/USD,0.1844,0.2,0.1838,0.1926,13661.69,70480.77
1588032000,2020-04-28 00:00:00,BAT/USD,0.1776,0.1816,0.177,0.1808,2375.25,13196.53
1587945600,2020-04-27 00:00:00,BAT/USD,0.1843,0.1857,0.175,0.1776,18195.57,101524.46
1587859200,2020-04-26 00:00:00,BAT/USD,0.1819,0.1925,0.1812,0.1843,13710.79,73015.55
1587772800,2020-04-25 00:00:00,BAT/USD,0.1758,0.1879,0.1742,0.1819,21125.4,115498.39
1587686400,2020-04-24 00:00:00,BAT/USD,0.1702,0.1808,0.1681,0.1758,22974.14,128291.13
1587600000,2020-04-23 00:00:00,BAT/USD,0.1648,0.1811,0.1623,0.1702,10126.67,58082.33
1587513600,2020-04-22 00:00:00,BAT/USD,0.1614,0.1664,0.1614,0.1648,2235.15,13639.54
1587427200,2020-04-21 00:00:00,BAT/USD,0.1565,0.1598,0.1561,0.1593,1685.52,10622.45
1587340800,2020-04-20 00:00:00,BAT/USD,0.1668,0.1697,0.1531,0.1565,46606.8,297404.8
1587254400,2020-04-19 00:00:00,BAT/USD,0.172,0.1721,0.1655,0.1668,3546.11,20993.69
1587168000,2020-04-18 00:00:00,BAT/USD,0.1666,0.1734,0.1663,0.172,7784.77,45427.42
1587081600,2020-04-17 00:00:00,BAT/USD,0.1651,0.1675,0.1633,0.1666,22010.55,133158.91
1586995200,2020-04-16 00:00:00,BAT/USD,0.1559,0.1698,0.153,0.1651,11690.35,73155.97
1586908800,2020-04-15 00:00:00,BAT/USD,0.165,0.167,0.1543,0.1559,5017.71,31635.9
1586822400,2020-04-14 00:00:00,BAT/USD,0.1598,0.1714,0.1592,0.1665,29436.79,178800.03
1586736000,2020-04-13 00:00:00,BAT/USD,0.1634,0.1634,0.151,0.1598,14556.09,93384.85
1586649600,2020-04-12 00:00:00,BAT/USD,0.1579,0.1674,0.1579,0.1634,3476.44,21103.3
1586563200,2020-04-11 00:00:00,BAT/USD,0.1617,0.1682,0.1565,0.1586,10108.92,62693.48
1586476800,2020-04-10 00:00:00,BAT/USD,0.1725,0.1758,0.1558,0.1617,22697.55,139190.35
1586390400,2020-04-09 00:00:00,BAT/USD,0.1664,0.1807,0.1659,0.1725,12520.42,71532.32
1586304000,2020-04-08 00:00:00,BAT/USD,0.1615,0.167,0.1601,0.1664,1148.96,7000.39
1586217600,2020-04-07 00:00:00,BAT/USD,0.1608,0.1716,0.1569,0.1615,11196.73,67867.11
1586131200,2020-04-06 00:00:00,BAT/USD,0.1468,0.1656,0.1468,0.1608,43614.69,271524.34
1586044800,2020-04-05 00:00:00,BAT/USD,0.1475,0.1475,0.1452,0.1468,268.89,1846.24
1585958400,2020-04-04 00:00:00,BAT/USD,0.1458,0.1467,0.1431,0.1461,3342.53,22962.02
1585872000,2020-04-03 00:00:00,BAT/USD,0.145,0.1504,0.1449,0.1458,3197.64,21857.73
1585785600,2020-04-02 00:00:00,BAT/USD,0.143,0.1511,0.1429,0.145,10374.64,71595.09
1585699200,2020-04-01 00:00:00,BAT/USD,0.144,0.144,0.1374,0.143,7547.65,54676.3
1585612800,2020-03-31 00:00:00,BAT/USD,0.141,0.144,0.1401,0.144,1723.69,12132.98
1585526400,2020-03-30 00:00:00,BAT/USD,0.13,0.1433,0.13,0.141,2379.08,17037.96
1585440000,2020-03-29 00:00:00,BAT/USD,0.1385,0.1388,0.13,0.13,2855.65,20756.66
1585353600,2020-03-28 00:00:00,BAT/USD,0.1383,0.1416,0.1345,0.138,7918.0,57836.34
1585267200,2020-03-27 00:00:00,BAT/USD,0.1535,0.1535,0.1383,0.1383,6489.82,44429.15
1585180800,2020-03-26 00:00:00,BAT/USD,0.1466,0.1535,0.1466,0.1535,1931.76,13050.02
1585094400,2020-03-25 00:00:00,BAT/USD,0.1523,0.1654,0.1466,0.1466,12078.56,76123.87
1585008000,2020-03-24 00:00:00,BAT/USD,0.1326,0.1614,0.1326,0.1523,19794.52,136349.23
1584921600,2020-03-23 00:00:00,BAT/USD,0.1256,0.135,0.115,0.1326,3879.42,31322.61
1584835200,2020-03-22 00:00:00,BAT/USD,0.1351,0.1381,0.1233,0.1256,3396.47,25561.23
1584748800,2020-03-21 00:00:00,BAT/USD,0.1332,0.14,0.1287,0.1356,4451.16,33342.98
1584662400,2020-03-20 00:00:00,BAT/USD,0.1372,0.1572,0.121,0.1332,27720.56,189796.29
1584576000,2020-03-19 00:00:00,BAT/USD,0.1192,0.1437,0.1192,0.1372,37503.78,273812.57
1584489600,2020-03-18 00:00:00,BAT/USD,0.118,0.1214,0.1145,0.1192,2839.59,24057.57
1584403200,2020-03-17 00:00:00,BAT/USD,0.1104,0.123,0.1104,0.118,5380.94,45829.67
1584316800,2020-03-16 00:00:00,BAT/USD,0.127,0.127,0.09932,0.1104,10438.08,97761.39
1584230400,2020-03-15 00:00:00,BAT/USD,0.123,0.1307,0.12,0.127,8011.65,64440.96
1584144000,2020-03-14 00:00:00,BAT/USD,0.1327,0.1384,0.1209,0.122,3089.89,23880.16
1584057600,2020-03-13 00:00:00,BAT/USD,0.11,0.147,0.091,0.1314,113555.78,1005578.01
1583971200,2020-03-12 00:00:00,BAT/USD,0.2001,0.2007,0.11,0.11,71192.81,457356.53
1583884800,2020-03-11 00:00:00,BAT/USD,0.2084,0.2144,0.1848,0.2001,17076.77,87343.71
1583798400,2020-03-10 00:00:00,BAT/USD,0.1953,0.21,0.1942,0.2084,7260.14,36175.94
1583712000,2020-03-09 00:00:00,BAT/USD,0.1928,0.2016,0.1844,0.1953,12240.98,64548.11
1583625600,2020-03-08 00:00:00,BAT/USD,0.2288,0.2288,0.1928,0.1928,91584.59,429105.88
1583539200,2020-03-07 00:00:00,BAT/USD,0.2425,0.2427,0.2264,0.2288,4962.45,21158.22
1583452800,2020-03-06 00:00:00,BAT/USD,0.2348,0.2469,0.2279,0.2413,10368.3,43855.13
1583366400,2020-03-05 00:00:00,BAT/USD,0.2314,0.245,0.2314,0.2348,2853.44,11921.53
1583280000,2020-03-04 00:00:00,BAT/USD,0.2251,0.2416,0.224,0.2314,21775.37,94489.81
1583193600,2020-03-03 00:00:00,BAT/USD,0.228,0.2298,0.2223,0.2251,5512.92,24585.46
1583107200,2020-03-02 00:00:00,BAT/USD,0.2086,0.2309,0.2086,0.228,14913.32,67023.2
1583020800,2020-03-01 00:00:00,BAT/USD,0.2166,0.2166,0.2049,0.2086,4529.1,21681.45
1582934400,2020-02-29 00:00:00,BAT/USD,0.2214,0.2214,0.2163,0.2166,3535.2,16189.89
1582848000,2020-02-28 00:00:00,BAT/USD,0.217,0.226,0.2,0.2175,14403.08,69010.78
1582761600,2020-02-27 00:00:00,BAT/USD,0.2193,0.231,0.21,0.217,37712.26,166218.35
1582675200,2020-02-26 00:00:00,BAT/USD,0.2358,0.2377,0.2042,0.2193,120027.13,548312.91
1582588800,2020-02-25 00:00:00,BAT/USD,0.2564,0.2564,0.2319,0.2358,22184.29,91147.05
1582502400,2020-02-24 00:00:00,BAT/USD,0.2765,0.2775,0.2516,0.2564,15042.68,56146.27
1582416000,2020-02-23 00:00:00,BAT/USD,0.2704,0.2841,0.2693,0.2765,124672.93,445248.09
1582329600,2020-02-22 00:00:00,BAT/USD,0.2669,0.2739,0.2659,0.2704,15419.08,57093.53
1582243200,2020-02-21 00:00:00,BAT/USD,0.2575,0.2703,0.2544,0.2658,18392.66,69570.24
1582156800,2020-02-20 00:00:00,BAT/USD,0.2587,0.2595,0.2461,0.2575,107160.97,423255.3
1582070400,2020-02-19 00:00:00,BAT/USD,0.2818,0.2841,0.2451,0.2587,40443.51,149422.75
1581984000,2020-02-18 00:00:00,BAT/USD,0.2676,0.2898,0.2625,0.2818,52096.17,186843.4
1581897600,2020-02-17 00:00:00,BAT/USD,0.2642,0.268,0.2405,0.2676,28461.38,112493.71
1581811200,2020-02-16 00:00:00,BAT/USD,0.2809,0.29,0.2359,0.2642,32422.58,123696.93
1581724800,2020-02-15 00:00:00,BAT/USD,0.3059,0.319,0.2739,0.2809,63893.14,214361.43
1581638400,2020-02-14 00:00:00,BAT/USD,0.2962,0.3139,0.2935,0.3131,16686.1,54742.54
1581552000,2020-02-13 00:00:00,BAT/USD,0.306,0.3212,0.281,0.2962,53017.97,176648.5
1581465600,2020-02-12 00:00:00,BAT/USD,0.299,0.33,0.29,0.306,88939.25,286855.67
1581379200,2020-02-11 00:00:00,BAT/USD,0.2629,0.3136,0.2629,0.299,37993.23,132079.58
1581292800,2020-02-10 00:00:00,BAT/USD,0.2711,0.2711,0.246,0.2629,37046.12,142171.21
1581206400,2020-02-09 00:00:00,BAT/USD,0.2552,0.2777,0.2524,0.2711,34268.81,131511.82
1581120000,2020-02-08 00:00:00,BAT/USD,0.2609,0.261,0.2488,0.2552,5725.69,22281.28
1581033600,2020-02-07 00:00:00,BAT/USD,0.262,0.2689,0.2606,0.2609,7427.49,28205.47
1580947200,2020-02-06 00:00:00,BAT/USD,0.2504,0.2724,0.2487,0.262,31870.14,120415.47
1580860800,2020-02-05 00:00:00,BAT/USD,0.2438,0.2607,0.2383,0.2504,23911.46,95798.25
1580774400,2020-02-04 00:00:00,BAT/USD,0.2349,0.2519,0.2328,0.2438,19746.21,81066.38
1580688000,2020-02-03 00:00:00,BAT/USD,0.2271,0.2386,0.2203,0.2349,16106.5,69091.55
1580601600,2020-02-02 00:00:00,BAT/USD,0.2259,0.2315,0.2198,0.2271,6548.8,28785.07
1580515200,2020-02-01 00:00:00,BAT/USD,0.2173,0.2259,0.2173,0.2259,7245.37,32650.75
1580428800,2020-01-31 00:00:00,BAT/USD,0.2223,0.2248,0.2137,0.2173,18711.42,85248.02
1580342400,2020-01-30 00:00:00,BAT/USD,0.2188,0.2248,0.2152,0.2223,8473.93,38538.14
1580256000,2020-01-29 00:00:00,BAT/USD,0.2235,0.2251,0.2188,0.2188,6983.26,31496.59
1580169600,2020-01-28 00:00:00,BAT/USD,0.2278,0.2309,0.2165,0.2235,11872.78,53468.97
1580083200,2020-01-27 00:00:00,BAT/USD,0.211,0.2278,0.211,0.2278,10210.35,46231.29
1579996800,2020-01-26 00:00:00,BAT/USD,0.2062,0.2131,0.2028,0.211,2093.37,10013.65
1579910400,2020-01-25 00:00:00,BAT/USD,0.2068,0.2068,0.2,0.2062,2751.28,13529.03
1579824000,2020-01-24 00:00:00,BAT/USD,0.2072,0.21,0.1991,0.2068,2172.72,10625.2
1579737600,2020-01-23 00:00:00,BAT/USD,0.2173,0.2173,0.2024,0.2072,5093.07,24287.83
1579651200,2020-01-22 00:00:00,BAT/USD,0.2205,0.2205,0.2167,0.2173,4028.66,18451.5
1579564800,2020-01-21 00:00:00,BAT/USD,0.2215,0.2228,0.2157,0.2205,1631.12,7384.22
1579478400,2020-01-20 00:00:00,BAT/USD,0.2131,0.223,0.21,0.2215,5926.58,27316.87
1579392000,2020-01-19 00:00:00,BAT/USD,0.2224,0.2315,0.207,0.2131,9094.19,41577.45
1579305600,2020-01-18 00:00:00,BAT/USD,0.2295,0.2341,0.2173,0.2224,8502.86,37589.61
1579219200,2020-01-17 00:00:00,BAT/USD,0.2162,0.2345,0.2144,0.2295,76296.58,332632.99
1579132800,2020-01-16 00:00:00,BAT/USD,0.2195,0.2214,0.2099,0.2162,27041.56,125507.55
